2017-03-27 20:13:11,14.125
2017-03-27 20:13:27,14.125
2017-03-27 20:13:42,14.125
2017-03-27 20:13:57,14.062
2017-03-27 20:14:13,14.125
2017-03-27 20:14:28,14.125
2017-03-27 20:14:43,14.062
2017-03-27 20:14:58,14.062
2017-03-27 20:15:13,14.125
2017-03-27 20:15:28,14.125
2017-03-27 20:15:45,14.125
2017-03-27 20:16:00,14.125
2017-03-27 20:16:15,14.125
2017-03-27 20:16:30,14.125
2017-03-27 20:16:45,14.125
2017-03-27 20:17:00,14.125
2017-03-27 20:17:15,14.125
2017-03-27 20:17:31,14.125
2017-03-27 20:17:46,14.125
