2017-03-22 20:13:16,26.437
2017-03-22 20:13:33,26.437
2017-03-22 20:13:48,26.437
2017-03-22 20:14:03,26.375
2017-03-22 20:14:18,26.375
2017-03-22 20:14:33,26.437
2017-03-22 20:14:48,26.375
2017-03-22 20:15:03,26.437
2017-03-22 20:15:18,26.375
2017-03-22 20:15:33,26.375
2017-03-22 20:15:48,26.375
2017-03-22 20:16:03,26.375
2017-03-22 20:16:18,26.375
2017-03-22 20:16:33,26.375
2017-03-22 20:16:49,26.375
2017-03-22 20:17:05,26.375
2017-03-22 20:17:21,26.375
2017-03-22 20:17:36,26.375
2017-03-22 20:17:51,26.375
2017-03-22 20:18:06,26.375
2017-03-22 20:18:21,26.375
2017-03-22 20:18:36,26.375
2017-03-22 20:18:51,26.375
2017-03-22 20:19:06,26.375
2017-03-22 20:19:21,26.375
2017-03-22 20:19:37,26.375
2017-03-22 20:19:52,26.375
2017-03-22 20:20:07,26.312
2017-03-22 20:20:22,26.375
2017-03-22 20:20:37,26.312
2017-03-22 20:20:52,26.312
2017-03-22 20:21:07,26.312
2017-03-22 20:21:22,26.312
2017-03-22 20:21:37,26.312
2017-03-22 20:21:52,26.312
2017-03-22 20:22:07,26.312
2017-03-22 20:22:22,26.25
2017-03-22 20:22:38,26.312
2017-03-22 20:22:55,26.312
2017-03-22 20:23:10,26.312
2017-03-22 20:23:25,26.312
2017-03-22 20:23:40,26.312
2017-03-22 20:23:55,26.312
2017-03-22 20:24:10,26.312
2017-03-22 20:24:26,26.312
2017-03-22 20:24:41,26.312
2017-03-22 20:24:56,26.375
2017-03-22 20:25:11,26.437
2017-03-22 20:25:27,26.562
2017-03-22 20:25:42,26.625
2017-03-22 20:25:58,26.75
2017-03-22 20:26:14,26.812
2017-03-22 20:26:29,26.937
2017-03-22 20:26:45,27.062
2017-03-22 20:27:01,27.25
2017-03-22 20:27:18,27.312
2017-03-22 20:27:35,27.562
2017-03-22 20:27:52,27.687
2017-03-22 20:28:08,27.812
2017-03-22 20:28:25,27.937
2017-03-22 20:28:40,28.062
2017-03-22 20:28:55,28.125
